"CASE_ID","Placement"
33139,TRUE
33170,FALSE
33197,FALSE
33255,FALSE
33268,TRUE
33274,TRUE
33289,FALSE
33301,FALSE
33339,TRUE
33342,TRUE
33349,FALSE
33366,TRUE
33405,FALSE
33410,TRUE
33413,FALSE
33453,FALSE
33472,FALSE
33514,FALSE
33598,FALSE
33624,FALSE
33648,FALSE
33651,FALSE
33671,TRUE
33673,TRUE
33692,TRUE
33693,FALSE
33700,FALSE
33724,FALSE
33771,TRUE
33809,FALSE
33820,FALSE
33824,TRUE
33841,FALSE
33876,FALSE
33902,TRUE
33904,FALSE
33941,TRUE
33950,FALSE
33958,FALSE
34021,FALSE
34082,TRUE
34126,FALSE
34145,FALSE
34154,FALSE
34155,TRUE
34193,FALSE
34279,FALSE
34312,FALSE
34319,TRUE
34341,TRUE
34622,FALSE
34771,FALSE
34779,TRUE
34815,FALSE
34842,FALSE
34851,FALSE
34866,FALSE
34868,FALSE
34871,TRUE
34889,FALSE
34896,FALSE
34902,TRUE
34933,FALSE
34938,FALSE
35045,FALSE
35070,FALSE
35095,FALSE
35137,TRUE
35211,FALSE
35279,FALSE
35292,FALSE
35343,FALSE
35460,FALSE
35475,FALSE
35485,FALSE
35486,TRUE
35495,FALSE
36008,TRUE
36714,FALSE
37967,TRUE
38507,FALSE
39033,FALSE
39138,FALSE
39146,FALSE
39179,FALSE
39962,FALSE
40541,TRUE
40747,FALSE
41622,TRUE
41785,FALSE
42009,FALSE
42049,FALSE
42175,TRUE
43069,FALSE
43283,FALSE
47057,FALSE
47089,FALSE
47106,FALSE
47149,TRUE
47157,TRUE
47220,FALSE
47253,FALSE
47271,FALSE
47289,FALSE
47530,TRUE
47536,TRUE
47572,FALSE
47573,FALSE
47590,TRUE
47592,FALSE
47653,FALSE
47655,TRUE
47678,TRUE
47740,TRUE
47767,TRUE
47775,TRUE
47804,FALSE
47829,FALSE
48227,TRUE
48241,FALSE
48256,FALSE
48289,TRUE
48296,TRUE
48337,FALSE
48361,FALSE
48366,FALSE
48398,FALSE
48433,FALSE
48475,TRUE
48488,FALSE
48526,FALSE
48532,TRUE
48539,FALSE
48555,FALSE
48565,FALSE
48613,FALSE
48665,FALSE
48717,FALSE
48721,FALSE
48753,FALSE
48756,TRUE
48776,FALSE
48782,FALSE
48805,FALSE
48810,FALSE
48817,FALSE
48820,FALSE
48828,FALSE
48851,FALSE
48879,FALSE
48947,FALSE
49016,FALSE
49055,FALSE
49081,FALSE
49086,TRUE
49188,TRUE
49410,TRUE
49447,FALSE
49456,FALSE
49551,FALSE
49562,FALSE
49568,TRUE
49584,FALSE
49634,FALSE
49662,FALSE
49678,FALSE
49680,FALSE
49689,FALSE
49740,FALSE
49870,FALSE
49946,TRUE
50096,FALSE
50199,FALSE
50263,FALSE
50545,FALSE
50644,TRUE
50647,FALSE
50662,FALSE
50805,FALSE
50813,FALSE
50815,TRUE
50867,TRUE
50874,TRUE
50942,FALSE
50985,FALSE
51053,TRUE
51085,FALSE
51098,TRUE
51129,TRUE
51132,TRUE
51178,FALSE
51184,TRUE
51196,TRUE
51306,TRUE
51334,FALSE
51337,FALSE
51343,TRUE
51388,FALSE
51404,FALSE
51416,FALSE
51473,TRUE
51485,FALSE
51645,FALSE
51650,TRUE
51689,FALSE
51692,TRUE
51693,TRUE
51696,FALSE
51908,FALSE
51910,FALSE
51922,FALSE
51950,TRUE
52005,FALSE
52058,FALSE
52085,FALSE
52145,TRUE
52184,FALSE
52204,TRUE
52223,FALSE
52239,TRUE
52276,FALSE
52283,FALSE
52302,FALSE
52338,FALSE
52343,FALSE
52359,TRUE
52372,FALSE
52375,FALSE
52396,FALSE
52405,FALSE
52485,FALSE
52546,FALSE
52552,TRUE
52761,FALSE
52926,FALSE
52937,FALSE
52947,FALSE
52964,TRUE
52971,TRUE
52976,TRUE
53000,FALSE
53005,FALSE
53054,TRUE
53115,FALSE
53194,FALSE
53200,TRUE
53205,TRUE
53215,FALSE
53264,FALSE
53266,TRUE
53282,FALSE
53305,TRUE
53410,FALSE
53426,TRUE
53432,TRUE
53446,FALSE
53534,FALSE
53561,TRUE
53573,FALSE
53575,FALSE
53603,FALSE
53659,TRUE
53673,TRUE
53679,FALSE
53688,FALSE
53742,FALSE
53793,FALSE
53838,FALSE
53929,FALSE
53948,FALSE
54075,FALSE
54083,FALSE
54120,FALSE
54125,FALSE
54158,FALSE
54179,FALSE
54207,FALSE
54231,FALSE
54237,FALSE
54256,FALSE
54269,FALSE
54285,TRUE
54390,FALSE
54394,FALSE
54427,TRUE
54505,FALSE
54538,FALSE
54586,TRUE
54600,FALSE
54642,FALSE
54680,FALSE
54686,TRUE
54748,FALSE
54758,FALSE
54781,TRUE
54788,TRUE
54814,TRUE
54856,FALSE
54859,FALSE
54874,TRUE
54935,FALSE
54949,FALSE
54950,FALSE
54954,FALSE
54968,TRUE
55040,FALSE
55059,FALSE
55101,FALSE
55112,TRUE
55133,TRUE
55136,FALSE
55175,FALSE
55198,TRUE
55219,TRUE
55236,FALSE
55245,FALSE
55273,TRUE
55335,FALSE
55383,FALSE
55392,FALSE
55504,FALSE
55525,FALSE
55600,FALSE
55615,TRUE
55623,FALSE
55700,FALSE
55719,TRUE
55823,FALSE
55839,FALSE
55841,TRUE
55869,FALSE
55881,FALSE
55993,TRUE
56007,FALSE
56008,TRUE
56103,FALSE
56115,TRUE
56122,FALSE
56127,FALSE
56141,FALSE
56156,FALSE
56183,FALSE
56191,FALSE
56197,FALSE
56237,TRUE
56265,FALSE
56306,FALSE
56314,FALSE
56318,TRUE
56319,FALSE
56370,FALSE
56397,FALSE
56405,TRUE
56490,FALSE
56499,FALSE
56504,FALSE
56525,FALSE
56531,FALSE
56538,TRUE
56549,FALSE
56561,FALSE
56588,FALSE
56638,TRUE
56660,FALSE
56685,FALSE
56693,FALSE
56725,FALSE
56744,FALSE
56768,TRUE
56799,FALSE
56804,TRUE
56813,TRUE
56840,FALSE
56847,FALSE
56860,TRUE
56865,FALSE
56912,TRUE
56925,FALSE
57046,FALSE
57088,TRUE
57145,FALSE
57158,FALSE
57164,TRUE
57171,TRUE
57217,FALSE
57274,FALSE
57303,FALSE
57410,FALSE
57436,FALSE
57444,TRUE
57490,FALSE
57492,TRUE
57509,FALSE
57525,TRUE
57556,FALSE
57623,FALSE
57630,TRUE
57663,FALSE
57683,TRUE
57697,TRUE
57698,TRUE
57728,FALSE
57732,FALSE
57744,TRUE
57759,FALSE
57816,FALSE
57840,TRUE
57870,TRUE
57887,FALSE
57972,FALSE
58022,TRUE
58040,TRUE
58080,FALSE
58092,FALSE
58181,FALSE
58232,FALSE
58245,FALSE
58280,FALSE
58291,FALSE
58302,FALSE
58339,FALSE
58347,FALSE
58379,FALSE
58381,TRUE
58383,FALSE
58406,FALSE
58427,FALSE
58428,TRUE
58431,FALSE
58447,FALSE
58451,FALSE
58463,FALSE
58492,FALSE
58552,TRUE
58561,TRUE
58583,TRUE
58618,TRUE
58638,FALSE
58643,FALSE
58668,FALSE
58697,TRUE
58702,FALSE
58704,FALSE
58712,TRUE
58723,FALSE
58734,FALSE
58735,FALSE
58761,FALSE
58784,FALSE
58787,FALSE
58802,FALSE
58824,FALSE
58844,FALSE
58857,TRUE
58973,TRUE
58994,FALSE
58998,TRUE
58999,FALSE
59012,FALSE
59034,FALSE
59036,TRUE
59054,TRUE
59086,FALSE
59093,TRUE
59110,FALSE
59156,TRUE
59162,FALSE
59180,FALSE
59226,TRUE
59233,FALSE
59263,FALSE
59282,FALSE
59384,FALSE
59398,FALSE
59433,FALSE
59457,FALSE
59458,TRUE
59465,FALSE
59476,FALSE
59486,TRUE
59512,FALSE
59576,FALSE
59592,FALSE
59605,FALSE
59632,FALSE
59661,FALSE
59663,FALSE
59677,FALSE
59679,FALSE
59693,TRUE
59697,FALSE
59717,TRUE
59722,TRUE
59765,FALSE
59783,TRUE
59798,TRUE
59815,TRUE
59841,FALSE
59855,FALSE
59883,FALSE
59888,FALSE
59899,FALSE
59906,TRUE
60003,FALSE
60033,FALSE
60035,FALSE
60064,FALSE
60071,TRUE
60083,FALSE
60090,FALSE
60103,FALSE
60111,TRUE
60132,FALSE
60133,FALSE
60166,FALSE
60173,TRUE
60180,FALSE
60205,TRUE
60250,FALSE
60298,FALSE
60334,FALSE
60372,FALSE
60374,TRUE
60380,TRUE
60383,FALSE
60400,FALSE
60410,FALSE
60414,FALSE
60416,FALSE
60441,FALSE
60456,TRUE
60497,TRUE
60516,FALSE
60533,TRUE
60543,FALSE
60549,TRUE
60604,FALSE
60612,TRUE
60633,FALSE
60639,FALSE
60643,FALSE
60671,FALSE
60680,FALSE
60694,FALSE
60697,FALSE
60699,FALSE
60700,FALSE
60701,FALSE
60706,FALSE
60707,FALSE
60710,FALSE
60713,FALSE
60715,FALSE
60718,TRUE
60719,FALSE
60720,TRUE
60723,FALSE
60729,FALSE
60730,FALSE
60731,TRUE
60735,FALSE
60736,FALSE
60738,FALSE
60740,FALSE
60741,FALSE
60743,TRUE
60744,TRUE
60745,TRUE
60747,FALSE
60750,FALSE
60752,FALSE
60753,FALSE
60755,FALSE
60756,FALSE
60760,FALSE
60762,FALSE
60764,FALSE
60766,TRUE
60767,FALSE
60770,FALSE
60771,TRUE
60772,TRUE
60774,FALSE
60777,FALSE
60781,FALSE
60782,FALSE
60787,FALSE
60788,TRUE
60789,FALSE
60793,FALSE
60794,TRUE
60799,FALSE
60806,FALSE
60807,FALSE
60811,FALSE
60814,FALSE
60817,FALSE
60818,FALSE
60820,FALSE
60821,FALSE
60822,TRUE
60823,TRUE
60825,FALSE
60829,FALSE
60836,FALSE
60838,FALSE
60839,FALSE
60841,FALSE
60842,TRUE
60843,FALSE
60847,FALSE
60850,FALSE
60852,FALSE
60853,FALSE
60854,FALSE
60856,FALSE
60857,FALSE
60859,FALSE
60862,FALSE
60863,FALSE
60864,FALSE
60869,FALSE
60870,FALSE
60871,TRUE
60872,FALSE
60873,FALSE
60874,FALSE
60875,FALSE
60876,FALSE
60877,FALSE
60878,TRUE
60882,FALSE
60883,TRUE
60884,FALSE
60885,FALSE
60888,FALSE
60889,FALSE
60890,TRUE
60893,FALSE
60895,FALSE
60896,FALSE
60897,FALSE
60900,TRUE
60901,FALSE
60902,FALSE
60903,FALSE
60904,FALSE
60906,FALSE
60907,TRUE
60908,FALSE
60909,FALSE
60914,FALSE
60915,FALSE
60916,FALSE
60919,FALSE
60920,FALSE
60921,FALSE
60923,FALSE
60925,FALSE
60928,FALSE
60929,FALSE
60930,FALSE
60932,TRUE
60937,FALSE
60938,FALSE
60943,FALSE
60945,TRUE
60946,FALSE
60948,TRUE
60949,TRUE
60950,TRUE
60951,FALSE
60953,FALSE
60961,FALSE
60962,FALSE
60964,FALSE
60966,FALSE
60967,FALSE
60968,FALSE
60969,TRUE
60970,FALSE
60971,FALSE
60972,FALSE
60975,FALSE
60978,FALSE
60979,TRUE
60980,FALSE
60983,FALSE
60984,FALSE
60986,FALSE
60988,FALSE
60989,FALSE
60990,FALSE
60991,FALSE
60994,FALSE
60995,FALSE
60996,FALSE
60998,FALSE
61000,FALSE
61002,FALSE
61003,FALSE
61005,FALSE
61006,FALSE
61010,FALSE
61011,FALSE
61014,TRUE
61015,FALSE
61020,FALSE
61022,FALSE
61023,TRUE
61024,FALSE
61025,TRUE
61026,FALSE
61029,FALSE
61033,FALSE
61035,FALSE
61037,TRUE
61039,FALSE
61040,TRUE
61041,FALSE
61043,TRUE
61044,FALSE
61045,TRUE
61047,FALSE
61053,FALSE
61054,FALSE
61055,FALSE
61056,FALSE
61057,TRUE
61058,FALSE
61060,FALSE
61061,TRUE
61062,FALSE
61063,TRUE
61064,TRUE
61065,TRUE
61066,FALSE
61067,FALSE
61068,FALSE
61071,FALSE
61073,FALSE
61074,TRUE
61080,FALSE
61083,FALSE
61084,FALSE
61085,FALSE
61086,FALSE
61089,FALSE
61095,FALSE
61096,FALSE
61100,FALSE
61101,TRUE
61103,FALSE
61104,FALSE
61106,FALSE
61109,TRUE
61110,TRUE
61111,FALSE
61112,FALSE
61115,FALSE
61116,FALSE
61117,TRUE
61118,FALSE
61119,TRUE
61120,FALSE
61121,TRUE
61122,FALSE
61123,FALSE
61128,FALSE
61129,TRUE
61130,FALSE
61133,FALSE
61134,TRUE
61135,FALSE
61136,FALSE
61137,FALSE
61142,FALSE
61144,FALSE
61145,TRUE
61146,FALSE
61148,FALSE
61151,TRUE
61152,TRUE
61156,TRUE
61158,FALSE
61159,FALSE
61160,TRUE
61162,FALSE
61163,FALSE
61164,FALSE
61166,FALSE
61167,FALSE
61168,FALSE
61170,FALSE
61171,FALSE
61175,FALSE
61176,FALSE
61179,FALSE
61180,FALSE
61181,FALSE
61186,TRUE
61190,FALSE
61191,TRUE
61192,FALSE
61198,FALSE
61200,FALSE
61206,FALSE
61208,FALSE
61210,FALSE
61212,FALSE
61214,FALSE
61215,TRUE
61216,FALSE
61217,TRUE
61218,FALSE
61219,FALSE
61220,FALSE
61224,FALSE
61227,FALSE
61235,FALSE
61240,FALSE
61242,TRUE
61243,TRUE
61246,FALSE
61247,FALSE
61249,TRUE
61253,FALSE
61254,FALSE
61255,TRUE
61256,FALSE
61257,FALSE
61260,FALSE
61261,FALSE
61262,FALSE
61264,FALSE
61265,FALSE
61269,FALSE
61271,TRUE
61274,TRUE
61275,TRUE
61278,TRUE
61279,FALSE
61282,FALSE
61283,TRUE
61285,FALSE
61286,FALSE
61290,TRUE
61295,FALSE
61296,FALSE
61297,TRUE
61301,TRUE
61303,FALSE
61308,TRUE
61309,TRUE
61311,FALSE
61312,FALSE
61315,FALSE
61320,FALSE
61321,FALSE
61325,FALSE
61328,FALSE
61330,FALSE
61331,FALSE
61338,TRUE
61342,FALSE
61343,TRUE
61345,FALSE
61346,FALSE
61347,TRUE
61348,FALSE
61349,FALSE
61350,FALSE
61351,FALSE
61352,TRUE
61359,FALSE
61360,TRUE
61361,FALSE
61362,TRUE
61363,FALSE
61370,TRUE
61374,TRUE
61375,FALSE
61381,FALSE
61385,FALSE
61386,FALSE
61388,FALSE
61391,TRUE
61392,FALSE
61395,TRUE
61396,FALSE
61398,FALSE
61399,TRUE
61400,FALSE
61401,TRUE
61402,FALSE
61403,TRUE
61404,FALSE
61405,FALSE
61407,FALSE
61408,TRUE
61409,FALSE
61410,FALSE
61412,FALSE
61413,TRUE
61414,TRUE
61415,FALSE
61416,TRUE
61417,TRUE
61420,TRUE
61421,FALSE
61422,FALSE
61423,FALSE
61427,FALSE
61428,FALSE
61429,TRUE
61431,FALSE
61438,FALSE
61439,FALSE
61441,FALSE
61442,FALSE
61443,FALSE
61444,TRUE
61445,FALSE
61447,FALSE
61448,FALSE
61450,FALSE
61451,FALSE
61452,TRUE
61454,FALSE
61455,FALSE
61456,FALSE
61457,TRUE
61461,FALSE
61465,TRUE
61469,FALSE
61472,FALSE
61473,TRUE
61474,TRUE
61475,TRUE
61476,TRUE
61478,TRUE
61479,TRUE
61480,FALSE
61481,FALSE
61482,FALSE
61483,TRUE
61484,FALSE
61485,FALSE
61486,TRUE
61487,TRUE
61489,FALSE
61490,TRUE
61492,FALSE
61493,TRUE
61495,FALSE
61496,FALSE
61497,TRUE
61499,FALSE
61500,FALSE
61501,FALSE
61503,FALSE
61506,FALSE
61511,FALSE
61512,FALSE
61513,FALSE
61515,FALSE
61516,FALSE
61517,FALSE
61521,FALSE
61522,TRUE
61523,FALSE
61524,FALSE
61527,FALSE
61528,TRUE
61529,FALSE
61530,TRUE
61533,FALSE
61534,FALSE
61535,FALSE
61538,FALSE
61539,TRUE
61540,FALSE
61542,FALSE
61544,FALSE
61546,TRUE
61547,FALSE
61548,FALSE
61549,FALSE
61551,FALSE
61554,FALSE
61555,TRUE
61556,TRUE
61557,TRUE
61560,TRUE
61561,TRUE
61562,FALSE
61563,FALSE
61565,FALSE
61566,FALSE
61569,TRUE
61571,FALSE
61572,TRUE
61573,FALSE
61575,TRUE
61584,FALSE
61587,FALSE
61588,TRUE
61589,FALSE
61590,FALSE
61594,FALSE
61600,FALSE
61602,FALSE
61606,TRUE
61608,FALSE
61609,FALSE
61610,FALSE
61611,TRUE
61612,TRUE
61613,FALSE
61616,TRUE
61618,TRUE
61622,FALSE
61626,TRUE
61627,FALSE
61629,TRUE
61631,FALSE
61634,FALSE
61635,TRUE
61637,FALSE
61638,TRUE
61639,FALSE
61640,FALSE
61643,TRUE
61649,FALSE
61650,FALSE
61651,FALSE
61653,FALSE
61654,FALSE
61655,FALSE
61656,TRUE
61657,FALSE
61658,FALSE
61659,TRUE
61660,TRUE
61661,TRUE
61662,TRUE
61665,TRUE
61666,FALSE
61668,FALSE
61669,FALSE
61671,FALSE
61674,FALSE
61675,FALSE
61676,TRUE
61677,FALSE
61678,FALSE
61679,FALSE
61680,FALSE
61681,FALSE
61682,FALSE
61684,FALSE
61685,FALSE
61686,FALSE
61687,FALSE
61688,FALSE
61689,FALSE
61693,FALSE
61697,FALSE
61701,TRUE
61702,FALSE
61703,FALSE
61708,TRUE
61709,TRUE
61710,FALSE
61711,TRUE
61714,FALSE
61715,FALSE
61716,FALSE
61718,TRUE
61719,FALSE
61722,FALSE
61723,FALSE
61724,TRUE
61726,TRUE
61728,FALSE
61730,FALSE
61731,FALSE
61732,FALSE
61738,FALSE
61739,TRUE
61740,FALSE
61745,TRUE
61746,FALSE
61747,FALSE
61748,FALSE
61749,FALSE
61750,FALSE
61752,FALSE
61753,TRUE
61765,TRUE
61768,FALSE
61778,FALSE
61779,TRUE
61780,TRUE
61781,FALSE
61782,FALSE
61789,TRUE
61790,TRUE
61792,FALSE
61794,FALSE
61795,FALSE
61797,FALSE
61800,FALSE
61813,FALSE
61814,TRUE
61816,FALSE
61817,FALSE
61818,FALSE
61819,FALSE
61825,FALSE
61828,TRUE
61830,FALSE
61831,TRUE
61839,TRUE
61840,FALSE
61842,TRUE
61843,FALSE
61844,FALSE
61848,FALSE
61849,FALSE
61858,FALSE
61859,FALSE
61860,FALSE
61865,TRUE
61867,FALSE
61869,FALSE
61870,FALSE
61871,TRUE
61873,FALSE
61877,TRUE
61879,FALSE
61881,TRUE
61882,FALSE
61887,FALSE
61888,FALSE
61889,TRUE
61890,FALSE
61891,FALSE
61892,TRUE
61893,FALSE
61894,FALSE
61896,FALSE
61897,FALSE
61900,FALSE
61902,FALSE
61903,FALSE
61905,TRUE
61906,FALSE
61908,TRUE
61910,FALSE
61911,FALSE
61912,FALSE
61913,TRUE
61914,TRUE
61916,FALSE
61919,FALSE
61922,TRUE
61923,FALSE
61924,FALSE
61925,FALSE
61926,TRUE
61927,TRUE
61929,FALSE
61930,FALSE
61931,FALSE
61932,FALSE
61933,FALSE
61934,FALSE
61935,FALSE
61936,TRUE
61937,FALSE
61943,FALSE
61944,TRUE
61945,FALSE
61946,TRUE
61950,FALSE
61951,TRUE
61952,FALSE
61953,FALSE
61954,TRUE
61955,FALSE
61959,TRUE
61960,FALSE
61963,FALSE
61966,FALSE
61967,FALSE
61968,FALSE
61969,FALSE
61973,FALSE
61979,FALSE
61980,FALSE
61981,FALSE
61983,TRUE
61985,TRUE
61986,FALSE
61987,FALSE
61988,FALSE
61990,FALSE
61991,FALSE
61992,FALSE
61993,FALSE
61994,FALSE
61995,TRUE
61996,FALSE
61997,TRUE
61998,FALSE
61999,TRUE
62007,FALSE
62008,TRUE
62014,TRUE
62016,TRUE
62030,FALSE
62031,FALSE
62032,FALSE
62033,FALSE
62034,TRUE
62035,FALSE
62040,TRUE
62041,FALSE
62042,FALSE
62043,FALSE
62044,FALSE
62047,FALSE
62048,FALSE
62049,TRUE
62051,FALSE
62054,TRUE
62058,FALSE
62060,FALSE
62061,FALSE
62064,FALSE
62065,TRUE
62067,FALSE
62069,FALSE
62070,FALSE
62071,TRUE
62072,TRUE
62075,FALSE
62077,FALSE
62078,FALSE
62080,FALSE
62081,FALSE
62084,FALSE
62085,FALSE
62087,FALSE
62088,FALSE
62089,FALSE
62090,TRUE
62091,FALSE
62092,FALSE
62093,FALSE
62094,TRUE
62095,FALSE
62096,FALSE
62097,FALSE
62098,FALSE
62099,FALSE
62101,FALSE
62110,FALSE
62112,FALSE
62113,FALSE
62114,TRUE
62115,FALSE
62117,FALSE
62119,FALSE
62121,FALSE
62122,FALSE
62123,FALSE
62124,TRUE
62125,FALSE
62126,FALSE
62127,FALSE
62132,FALSE
62133,FALSE
62134,FALSE
62135,FALSE
62136,TRUE
62137,FALSE
62138,TRUE
62144,FALSE
62146,FALSE
62147,FALSE
62148,FALSE
62149,TRUE
62150,TRUE
62153,FALSE
62156,FALSE
62158,FALSE
62163,TRUE
62165,FALSE
62166,FALSE
62168,FALSE
62169,FALSE
62173,FALSE
62177,FALSE
62178,FALSE
62179,FALSE
62181,TRUE
62184,FALSE
62186,FALSE
62188,FALSE
62189,FALSE
62196,FALSE
62197,FALSE
62198,FALSE
62199,FALSE
62202,FALSE
62204,FALSE
62205,FALSE
62208,FALSE
62209,TRUE
62211,TRUE
62212,TRUE
62213,FALSE
62214,FALSE
62219,FALSE
62220,FALSE
62221,FALSE
62222,TRUE
62228,FALSE
62230,FALSE
62232,FALSE
62235,FALSE
62237,FALSE
62244,FALSE
62248,FALSE
62249,FALSE
62250,TRUE
62251,FALSE
62252,FALSE
62253,FALSE
62254,FALSE
62255,TRUE
62258,FALSE
62262,FALSE
62263,TRUE
62269,FALSE
62271,FALSE
62274,FALSE
62275,FALSE
62276,FALSE
62277,TRUE
62279,TRUE
62280,FALSE
62282,FALSE
62283,FALSE
62284,FALSE
62285,FALSE
62286,TRUE
62287,TRUE
62288,FALSE
62289,FALSE
62290,FALSE
62291,FALSE
62292,FALSE
62293,FALSE
62294,FALSE
62295,FALSE
62296,TRUE
62299,FALSE
62301,FALSE
62304,FALSE
62305,FALSE
62306,FALSE
62307,FALSE
62313,FALSE
62314,FALSE
62320,FALSE
62321,FALSE
62323,FALSE
62327,FALSE
62331,FALSE
62334,TRUE
62335,FALSE
62336,FALSE
62337,FALSE
62339,FALSE
62349,FALSE
62351,TRUE
62355,FALSE
62365,FALSE
62380,FALSE
62381,FALSE
62390,FALSE
62392,FALSE
62394,FALSE
62403,FALSE
62409,FALSE
62456,FALSE
62465,FALSE
